accession	description
"WXH78681"	"Fagus crenata (Japanese beech) photosystem I subunit VIII"
"WPW47871"	"Fagus crenata (Japanese beech) photosystem II protein J"
"WPW47885"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WPW48005"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WXH78932"	"Fagus crenata (Japanese beech) photosystem II protein L"
"QNU39852"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 3"
"BBN45280"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45344"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45295"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45247"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45330"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45385"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45306"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45274"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45304"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45393"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45355"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BAI48065"	"Fagus crenata (Japanese beech) partial transcription factor MYBFL3"
"BBN45323"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"BBN45254"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"QNU39829"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 7"
"WPW47951"	"Fagus crenata (Japanese beech) chloroplast envelope membrane protein"
"QNU39877"	"Fagus crenata (Japanese beech) photosystem II protein T"
"WXH78829"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WXH78819"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WXH78989"	"Fagus crenata (Japanese beech) RNA polymerase beta'' subunit"
"QBB88624"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"WXH79154"	"Fagus crenata (Japanese beech) RNA polymerase beta' subunit"
"WXH79013"	"Fagus crenata (Japanese beech) photosystem II protein J"
"QNU39873"	"Fagus crenata (Japanese beech) photosystem II protein VI"
"WXH79014"	"Fagus crenata (Japanese beech) photosystem II protein L"
"WXH79027"	"Fagus crenata (Japanese beech) photosystem II protein N"
"BBN45261"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WXG25882"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WXG25878"	"Fagus crenata (Japanese beech) RNA polymerase beta'' subunit"
"WXH79147"	"Fagus crenata (Japanese beech) photosystem II protein I"
"WXH79155"	"Fagus crenata (Japanese beech) RNA polymerase beta subunit"
"WXH78665"	"Fagus crenata (Japanese beech) photosystem II protein M"
"WXH78818"	"Fagus crenata (Japanese beech) photosystem II protein K"
"BAG74478"	"Fagus crenata (Japanese beech) partial transcription factor MYBS19"
"QNU39838"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit K"
"WPW48049"	"Fagus crenata (Japanese beech) photosystem II protein N"
"WPW47802"	"Fagus crenata (Japanese beech) photosystem II protein T"
"BBN45249"	"Fagus crenata (Japanese beech) partial transcription factor FcMYB1603"
"WXH79177"	"Fagus crenata (Japanese beech) photosystem II protein J"
"WXG25869"	"Fagus crenata (Japanese beech) photosystem II protein D1"
"WXH79190"	"Fagus crenata (Japanese beech) photosystem II protein T"
"WXH78785"	"Fagus crenata (Japanese beech) RNA polymerase alpha subunit"
"WXG25908"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"WXG25900"	"Fagus crenata (Japanese beech) chloroplast envelope membrane protein"
"WXG25903"	"Fagus crenata (Japanese beech) photosystem II protein L"
"WXH78801"	"Fagus crenata (Japanese beech) NADH dehydrogenase subunit 4"
"WXH79101"	"Fagus crenata (Japanese beech) photosystem I subunit IX"
"WXH79157"	"Fagus crenata (Japanese beech) photosystem II protein M"
"QLI47279"	"Fagus crenata (Japanese beech) partial autophagy-related protein 13b"
"WPW48107"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"AMB61505"	"Fagus crenata (Japanese beech) partial photosystem II protein D1"
"QNU39818"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"QLI47277"	"Fagus crenata (Japanese beech) partial autophagy-related protein 13b"
"WXH79163"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WXH78764"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WXH79080"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WPW47927"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WPW47945"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WPW47781"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WPW47825"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WPW48009"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WPW48071"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WPW47943"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH79006"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WPW48089"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WPW47762"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WPW48073"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WPW47760"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WPW47828"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH78724"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH78804"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WXG25888"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WXG25891"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WXG25941"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WXH78758"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WXH78753"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WXH79052"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH79128"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXH79162"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WXH78779"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH78921"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH78823"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH78846"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WPW47779"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WPW48026"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WXH78722"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WXH78682"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WXH78886"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WPW48109"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WPW47991"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WPW47763"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH78835"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WXH78962"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WPW47782"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WPW47997"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH78756"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WPW47771"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WXH79042"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW47860"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WXG25931"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH79170"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WXH79050"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WXH79150"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXH78729"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH78999"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WXH79005"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXH79003"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WPW48148"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WXH78674"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WPW47910"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WPW47926"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXH78820"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH79168"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WPW48066"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WXH78659"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH78889"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WPW48032"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WPW48021"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WPW48072"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WPW47935"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WPW47946"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WPW47822"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WPW47868"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WPW47915"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW47984"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WPW48157"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WPW47862"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WPW47900"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW47863"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WPW48088"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH78842"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WXH78917"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WXH79084"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WXH79210"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXH79131"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WXH78967"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WXH79189"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH78924"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WXH78667"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WXG25887"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WPW47902"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"QBB88686"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WPW47908"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WPW47990"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WPW48110"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"QBB88684"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WPW47801"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"QBB88676"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH79124"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH79049"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WXG25876"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH78805"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WPW48047"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WPW48146"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW48064"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW47818"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW48025"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WPW48103"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WPW47904"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WPW48074"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WPW47950"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"QLI47275"	"Fagus crenata (Japanese beech) partial autophagy-related protein 13b"
"WPW48108"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"QBB88640"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WPW48099"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"BAA24493"	"Fagus crenata (Japanese beech) chlorophyll a/b-binding protein"
"WXH79133"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WPW48075"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WPW48150"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXH78968"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WPW47844"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WPW48153"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"QNU39836"	"Fagus crenata (Japanese beech) ATP synthase CF0 A subunit"
"QNU39828"	"Fagus crenata (Japanese beech) ATP synthase CF0 B subunit"
"QNU39817"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"QNU39815"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf3"
"AMB61504"	"Fagus crenata (Japanese beech) partial photosystem II protein D1"
"QNU39824"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"AMB61509"	"Fagus crenata (Japanese beech) partial photosystem II protein D1"
"QBB88620"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"QBB88630"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"QNU39827"	"Fagus crenata (Japanese beech) photosystem II 44 kDa protein"
"WPW47853"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"QBB88638"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"QLI47278"	"Fagus crenata (Japanese beech) partial autophagy-related protein 13b"
"WPW47965"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WPW48008"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WPW47989"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WPW47761"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"QLI47274"	"Fagus crenata (Japanese beech) partial autophagy-related protein 13b"
"WPW47864"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WPW48007"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WPW47909"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WPW48024"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"AMB61503"	"Fagus crenata (Japanese beech) partial photosystem II protein D1"
"WPW47982"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW47827"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WPW47843"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WPW48102"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"BAP28173"	"Fagus crenata (Japanese beech) flowering locus T-like protein"
"WPW47907"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WPW47829"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"QBB88639"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"QBB88688"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"QBB88634"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"QBB88644"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"QNU39842"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"QBB88619"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"QBB88692"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"QBB88659"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WPW48155"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WPW48006"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WPW48020"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WPW47820"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"QBB88679"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WPW47833"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW47845"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WPW47944"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WPW47842"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WPW47856"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"BCU08574"	"Fagus crenata (Japanese beech) partial photosystem II protein D1"
"WPW48156"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"QBB88685"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WPW48091"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"BCX65062"	"Fagus crenata (Japanese beech) partial photosystem II protein D1"
"QLI47276"	"Fagus crenata (Japanese beech) partial autophagy-related protein 13b"
"QBB88637"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WPW47911"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WPW47942"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"QBB88681"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WPW47986"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WPW47938"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"AMA21982"	"Fagus crenata (Japanese beech) partial photosystem II protein D1"
"WPW47857"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"QBB88622"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"QBB88641"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WPW48068"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"QBB88621"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"QBB88633"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"QNU39850"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXH78987"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH78740"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXG25894"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXH79208"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WXH78969"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WXH78985"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WXH79025"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH79107"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH78970"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH78986"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXH78798"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WXH78840"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WXH78861"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXG25884"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WXH78971"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WXH79085"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH78752"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WXH78834"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WXH79002"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WXH79081"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WXH78803"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WXH78887"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WXH78841"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXH78838"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WXH78984"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH79151"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH79092"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WXH79126"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WXH79217"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WXG25875"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXG25942"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH79166"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WXG25892"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH78670"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WXH79169"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXH78905"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH78656"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH78739"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WXH78880"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WXH79046"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXG25893"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WXG25899"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WXH78676"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WXH79053"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WXG25936"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXH78675"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH78916"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WXH78964"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXH78998"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WXH78677"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXH78697"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH78721"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WXH78741"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH78807"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WXH79134"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH79066"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH79206"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH79174"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WXH79068"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXH79167"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH78806"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH78759"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXH78839"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH78995"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WXH79077"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WXH79069"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit IV"
"WXH78671"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WXH79132"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WXH79159"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WPW47774"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A2"
"WPW47775"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WPW47925"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WXH78657"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WXG25939"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WXH79067"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WXH78760"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WXH78718"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXH78885"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WXH78723"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WXH78811"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXG25947"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
